geoid,tot.pop18,male.pop18,fem.pop18,med.inc18,mean.inc18,mean.inc18.moe,zcta
8600000US02170,16710,8365,8345,76440,96618,7346,02170
8600000US02171,15845,7721,8124,83479,103837,5427,02171
8600000US02176,22299,10631,11668,103743,129158,7541,02176
8600000US02180,18224,8959,9265,94835,113371,6123,02180
8600000US02184,28626,13197,15429,94945,114389,5404,02184
8600000US02186,20732,9564,11168,127448,167091,9367,02186
8600000US02188,12698,6017,6681,83386,96967,5793,02188
8600000US02189,12412,5579,6833,69067,91332,8603,02189
8600000US02190,13704,6580,7124,87143,104703,7158,02190
8600000US02191,6956,3316,3640,74801,91481,5739,02191
8600000US02199,1090,402,688,91125,156516,48307,02199
8600000US02203,25,25,0,,,,02203
8600000US02210,3012,1768,1244,163068,211554,27674,02210
8600000US02215,24920,10517,14403,45337,79421,7621,02215
8600000US02301,46573,21377,25196,49693,67853,2680,02301
8600000US02302,24688,11631,13057,67608,81391,4944,02302
8600000US02322,3707,1825,1882,69868,88267,8605,02322
8600000US02324,22460,11848,10612,92289,107501,5944,02324
8600000US02330,9262,4436,4826,66406,86012,6208,02330
8600000US02332,11622,5567,6055,128333,166347,12041,02332
8600000US02333,10735,5014,5721,86922,98342,5794,02333
8600000US02338,6175,3063,3112,92111,101148,11054,02338
8600000US02339,10594,4974,5620,120000,148543,12796,02339
8600000US02341,8686,4517,4169,98537,110414,5915,02341
8600000US02343,8652,3813,4839,69539,85936,5963,02343
8600000US02346,19748,9809,9939,83227,99760,4959,02346
8600000US02347,8948,4476,4472,106775,124142,8347,02347
8600000US02351,13291,6183,7108,90873,99500,5959,02351
8600000US02356,10012,4791,5221,122710,147051,10646,02356
8600000US02357,1111,614,497,,,,02357
8600000US02359,14350,7205,7145,103920,119193,6657,02359
8600000US02360,48167,22696,25471,87595,109754,4334,02360
8600000US02364,10315,4701,5614,106654,110081,6874,02364
8600000US02366,198,198,0,,,,02366
8600000US02367,2411,1227,1184,98359,115438,13050,02367
8600000US02368,27753,12614,15139,73860,91452,5625,02368
8600000US02370,14211,6964,7247,79807,94876,8532,02370
8600000US02375,7874,3751,4123,94984,120752,9442,02375
8600000US02379,5640,2768,2872,86806,101838,7933,02379
8600000US02382,11496,5642,5854,83066,96121,5658,02382
8600000US02420,10725,5113,5612,180050,227388,14066,02420
8600000US02421,13870,6457,7413,168194,212325,13944,02421
8600000US02445,16710,7635,9075,121763,180091,13910,02445
8600000US02446,25716,11966,13750,98614,139460,8322,02446
8600000US02451,15811,7549,8262,96914,114432,7331,02451
8600000US02452,13396,6774,6622,86197,107720,7161,02452
8600000US02453,24519,12059,12460,76856,97040,5395,02453
8600000US02457,1690,687,1003,,,,02457
8600000US02458,9825,4503,5322,106074,169650,15340,02458
8600000US02459,15208,7078,8130,177005,245496,18807,02459
8600000US02460,7216,3325,3891,122688,169590,12791,02460
8600000US02461,5589,2543,3046,163382,196122,16808,02461
8600000US02462,1169,463,706,113250,168181,30511,02462
8600000US02464,2501,1229,1272,107679,129700,13380,02464
8600000US02465,8828,4101,4727,149104,202754,17435,02465
8600000US02466,7159,3349,3810,114495,144684,13077,02466
8600000US02467,18204,8062,10142,126630,187628,13936,02467
8600000US02468,4213,2106,2107,235714,287274,28921,02468
8600000US02472,29888,13693,16195,97466,119817,5482,02472
8600000US02474,21919,10092,11827,108986,137450,7919,02474
8600000US02476,13339,5944,7395,103425,139668,8903,02476
8600000US02478,19441,9096,10345,120398,164658,7611,02478
8600000US02481,11693,4652,7041,204695,313290,21419,02481
8600000US02482,8241,3581,4660,163750,233605,19479,02482
8600000US02492,15044,7107,7937,159147,223614,14092,02492
8600000US02493,8822,4084,4738,181667,272757,32794,02493
8600000US02494,7460,3219,4241,129918,187225,21986,02494
8600000US02532,11109,5343,5766,71982,90300,8886,02532
8600000US02534,658,356,302,91016,106218,24850,02534
8600000US02535,1139,485,654,93250,164965,31194,02535
8600000US02536,15906,7574,8332,69581,89133,6266,02536
8600000US02537,5078,2464,2614,103894,129891,13327,02537
8600000US02538,2945,1458,1487,68395,72146,11319,02538
8600000US02539,3418,1702,1716,64810,123710,27276,02539
8600000US02540,7225,3189,4036,73164,102735,10956,02540
8600000US02542,588,333,255,50682,64787,8594,02542
8600000US02543,629,233,396,82100,197060,135140,02543
8600000US02553,97,14,83,,74720,40099,02553
8600000US02554,8561,4400,4161,105334,138967,11712,02554
8600000US02556,2323,1019,1304,97222,135692,26203,02556
8600000US02557,3593,1728,1865,82045,91222,14765,02557
8600000US02558,1015,488,527,46622,52200,15035,02558
8600000US02559,3554,1691,1863,72784,85211,8760,02559
8600000US02561,290,230,60,84398,105893,52641,02561
8600000US02562,2582,1250,1332,84353,114355,14370,02562
8600000US02563,8052,3953,4099,89375,111567,10175,02563
8600000US02564,197,110,87,90313,91714,24113,02564
8600000US02568,3438,1887,1551,50301,91641,22195,02568
8600000US02571,8372,3613,4759,59219,71875,7094,02571
8600000US02575,2395,1003,1392,94306,111452,17684,02575
8600000US02576,3677,1790,1887,93125,100830,13651,02576
8600000US02584,12,0,12,,,,02584
8600000US02601,12382,5770,6612,49031,63043,5986,02601
8600000US02630,1763,919,844,107031,163428,44538,02630
8600000US02631,8300,3875,4425,73534,101427,9299,02631
8600000US02632,8337,4162,4175,77253,94948,7907,02632
8600000US02633,3743,1805,1938,72639,140229,40357,02633
8600000US02635,2710,1364,1346,72608,99732,21000,02635
8600000US02637,137,68,69,145673,179329,100019,02637
8600000US02638,2855,1345,1510,80132,100176,12868,02638
8600000US02639,2517,1284,1233,48750,72162,12297,02639
8600000US02641,192,71,121,,145446,83491,02641
8600000US02642,4393,2062,2331,68161,89528,11689,02642
8600000US02643,0,0,0,,,,02643
8600000US02644,3445,1608,1837,99418,107791,15904,02644
8600000US02645,8085,3870,4215,79365,99536,11914,02645
8600000US02646,1613,726,887,64760,83059,16002,02646
8600000US02647,74,29,45,74583,68339,18044,02647
8600000US02648,5485,2739,2746,84563,95098,9967,02648
8600000US02649,11687,5409,6278,71810,88942,4464,02649
8600000US02650,778,377,401,79926,87589,13131,02650
8600000US02651,0,0,0,,,,02651
8600000US02652,629,289,340,56316,72067,13779,02652
8600000US02653,5044,2248,2796,71698,95412,13080,02653
8600000US02655,2977,1442,1535,77563,135028,25239,02655
8600000US02657,2817,1548,1269,50741,79641,10460,02657
8600000US02659,828,394,434,71023,118124,26810,02659
8600000US02660,5472,2451,3021,56341,80711,11399,02660
8600000US02663,94,50,44,64200,82266,36838,02663
8600000US02664,7651,3581,4070,60193,77818,6440,02664
8600000US02666,493,278,215,65840,66907,19120,02666
8600000US02667,2970,1353,1617,69612,83075,14642,02667
8600000US02668,2319,969,1350,100528,121790,17061,02668
8600000US02669,85,68,17,92292,151995,128141,02669
8600000US02670,1121,531,590,63086,99879,22322,02670
8600000US02671,822,422,400,63281,78875,15211,02671
8600000US02672,246,121,125,74050,126458,61801,02672
8600000US02673,7272,3375,3897,62595,75562,5933,02673
8600000US02675,5623,2325,3298,72281,99899,8343,02675
8600000US02702,3538,1708,1830,99615,107360,11828,02702
8600000US02703,34606,16490,18116,74255,92805,3266,02703
8600000US02713,40,25,15,110625,161600,87915,02713
8600000US02715,2722,1278,1444,99444,110325,12095,02715
8600000US02717,3853,1972,1881,82292,101939,12545,02717
8600000US02718,5204,2544,2660,91625,105894,16263,02718
8600000US02719,12924,6039,6885,65763,82903,5396,02719
8600000US02720,24924,11916,13008,50783,61409,2198,02720
8600000US02721,20063,9216,10847,37059,49289,2914,02721
8600000US02723,11346,5349,5997,40374,53489,5111,02723
8600000US02724,14376,6690,7686,37702,52675,4532,02724
8600000US02725,2075,979,1096,74878,78475,11907,02725
8600000US02726,12812,6082,6730,77715,91634,6413,02726
8600000US02738,3906,1754,2152,80188,138386,19783,02738
8600000US02739,5326,2578,2748,91573,135965,17768,02739
8600000US02740,34226,15504,18722,40705,57905,3352,02740
8600000US02743,8692,4303,4389,72125,85180,5778,02743
8600000US02744,8510,4130,4380,38264,52428,5024,02744
8600000US02745,19883,9872,10011,61143,71265,3314,02745
8600000US02746,11195,5207,5988,33840,45021,2884,02746
8600000US02747,19822,9823,9999,82923,100111,7197,02747
8600000US02748,9550,4149,5401,78997,117525,12639,02748
8600000US02760,20681,9945,10736,87561,110400,7025,02760
8600000US02762,7209,3479,3730,98280,109193,8085,02762
8600000US02763,1304,637,667,121167,131786,27102,02763
8600000US02764,3503,1692,1811,84099,100512,14428,02764
8600000US02766,16053,7750,8303,108423,120890,6808,02766
8600000US02767,11166,5091,6075,100125,116077,11504,02767
8600000US02769,9522,4987,4535,104052,126367,8555,02769
8600000US02770,4011,2016,1995,102254,123649,10492,02770
8600000US02771,12114,5816,6298,89155,109476,10358,02771
8600000US02777,13417,6802,6615,83405,93894,6255,02777
8600000US02779,5126,2449,2677,94516,112984,11435,02779
8600000US02780,38788,18281,20507,57591,73310,2936,02780
8600000US02790,12980,6288,6692,80145,99230,7012,02790
8600000US02791,300,134,166,65833,87586,35990,02791
8600000US02802,451,259,192,51125,74004,39898,02802
8600000US02804,1673,768,905,100094,92200,11593,02804
8600000US02806,11817,5694,6123,122729,163629,9715,02806
8600000US02807,684,311,373,65893,75560,10551,02807
8600000US02808,1967,1075,892,74811,82627,12039,02808
8600000US02809,19057,9139,9918,66771,88310,5327,02809
8600000US02812,885,496,389,115000,124596,17714,02812
8600000US02813,6515,3319,3196,79019,102446,11645,02813
8600000US02814,6184,3100,3084,90040,95064,6759,02814
8600000US02815,134,59,75,243311,201649,90814,02815
8600000US02816,26503,12763,13740,70234,87584,4313,02816
8600000US02817,4691,2181,2510,106058,117143,12969,02817
8600000US02818,14058,6645,7413,103873,142929,10756,02818
8600000US02822,5461,2748,2713,87958,113916,12446,02822
8600000US02825,4417,2114,2303,81492,104129,15602,02825
8600000US02826,444,269,175,71699,98456,45075,02826
8600000US02827,1736,879,857,87143,99115,13026,02827
8600000US02828,6511,2954,3557,82150,101899,9974,02828
8600000US02830,4577,2222,2355,77823,92013,10247,02830
8600000US02831,2687,1326,1361,98958,118222,15013,02831
8600000US02832,3458,1664,1794,88796,106163,14856,02832
8600000US02833,951,406,545,85547,74057,13801,02833
8600000US02835,4434,2183,2251,108737,149966,19530,02835
8600000US02836,187,115,72,83531,82631,8690,02836
8600000US02837,2998,1522,1476,81523,109880,14307,02837
8600000US02838,2636,1100,1536,60692,95496,39811,02838
8600000US02839,1651,783,868,57250,68978,10698,02839
8600000US02840,19762,9219,10543,64939,91535,5753,02840
8600000US02841,1632,1405,227,,,,02841
8600000US02842,12835,6015,6820,69796,90704,6838,02842
8600000US02852,17505,8251,9254,83197,102046,5369,02852
8600000US02857,7330,3870,3460,94083,114392,13116,02857
8600000US02858,728,244,484,86625,101746,36783,02858
8600000US02859,5694,2757,2937,84616,86931,9765,02859
8600000US02860,36197,17728,18469,41638,55632,2178,02860
8600000US02861,20302,10000,10302,58795,71932,4279,02861
8600000US02863,13848,6943,6905,31696,42733,2972,02863
8600000US02864,27572,13365,14207,86278,105994,6673,02864
8600000US02865,13732,6321,7411,85865,112833,8374,02865
8600000US02871,13513,6592,6921,101771,126366,13631,02871
8600000US02872,278,112,166,32024,53480,37229,02872
8600000US02873,148,48,100,,108492,36636,02873
8600000US02874,4546,2265,2281,133526,155456,13432,02874
8600000US02875,386,198,188,107546,119209,33554,02875
8600000US02876,194,83,111,28333,39878,20251,02876
8600000US02878,13102,6507,6595,74553,94909,5907,02878
8600000US02879,17027,8240,8787,79975,100797,4966,02879
8600000US02881,7313,3472,3841,79154,111189,20006,02881
8600000US02882,12387,5806,6581,75143,113542,14459,02882
8600000US02885,8659,3999,4660,55462,74245,5671,02885
8600000US02886,23531,10689,12842,67459,85709,5257,02886
8600000US02888,15990,7894,8096,73604,89001,8595,02888
8600000US02889,22427,10772,11655,69744,82289,3773,02889
8600000US02891,17435,8020,9415,64778,90146,5570,02891
8600000US02892,3999,1953,2046,96619,110643,9650,02892
8600000US02893,23593,11268,12325,53765,65789,3506,02893
8600000US02894,590,215,375,72063,80598,16982,02894
8600000US02895,32472,15397,17075,39932,53739,2172,02895
8600000US02896,9754,4497,5257,83915,103699,9899,02896
8600000US02898,1373,681,692,82778,79818,10239,02898
8600000US02903,9929,4781,5148,35425,83975,11016,02903
8600000US02904,24039,10584,13455,41263,62677,4361,02904
8600000US02905,19518,9164,10354,42950,62562,4000,02905
8600000US02906,24421,11901,12520,81724,132263,8878,02906
8600000US02907,22209,11180,11029,38934,53596,6267,02907
8600000US02908,28784,13366,15418,47177,64406,4125,02908
8600000US02909,29765,14583,15182,35486,47322,2784,02909
8600000US02910,17224,8433,8791,65726,73868,3968,02910
8600000US02911,13078,5907,7171,58014,74831,6389,02911
8600000US02912,1344,644,700,,,,02912
8600000US02914,17455,8098,9357,51139,64403,4407,02914
8600000US02915,14055,6678,7377,61984,71804,4221,02915
8600000US02916,7106,3315,3791,72762,92079,6898,02916
8600000US02917,11868,5604,6264,82145,96579,7957,02917
8600000US02919,24096,11354,12742,64014,80552,4223,02919
8600000US02920,30435,15271,15164,57389,74630,3923,02920
8600000US02921,9795,4505,5290,103094,116455,10572,02921
8600000US03031,8583,4102,4481,134782,169186,14523,03031
8600000US03032,4323,2133,2190,115139,125498,10011,03032
8600000US03033,3776,1916,1860,138092,153376,16670,03033
8600000US03034,3289,1722,1567,102083,120689,13615,03034
8600000US03036,3924,2000,1924,134514,153495,15273,03036
8600000US03037,3490,1670,1820,100469,111238,10810,03037
8600000US03038,26402,12945,13457,71151,86745,3485,03038
8600000US03042,5459,2712,2747,77426,94886,10389,03042
8600000US03043,1344,681,663,101357,121083,14916,03043
8600000US03044,3733,1873,1860,97875,110585,7659,03044
8600000US03045,10829,5410,5419,87838,103557,7421,03045
8600000US03046,2109,1097,1012,106800,133283,12682,03046
8600000US03047,1452,720,732,78750,89877,7996,03047
8600000US03048,2827,1425,1402,77546,84743,6374,03048
8600000US03049,6036,3101,2935,132500,163450,18187,03049
8600000US03051,19958,9503,10455,95992,114328,7286,03051
8600000US03052,6469,3334,3135,100464,117052,9847,03052
8600000US03053,19438,9239,10199,103019,121332,5113,03053
8600000US03054,20318,9839,10479,103043,114944,6787,03054
8600000US03055,12004,5635,6369,77405,91964,5750,03055
8600000US03057,1994,1018,976,113125,129287,11706,03057
8600000US03060,23583,11187,12396,50481,68508,4522,03060
8600000US03062,22878,11317,11561,91417,112026,5197,03062
8600000US03063,13655,6564,7091,83108,102685,9056,03063
8600000US03064,11320,5619,5701,68269,88594,6817,03064
8600000US03070,4185,2192,1993,108924,122307,10469,03070
8600000US03071,3978,2107,1871,83250,106816,12290,03071
8600000US03076,10563,4969,5594,103940,122351,6936,03076
8600000US03077,8048,4066,3982,76713,85599,6043,03077
8600000US03079,23882,11610,12272,83343,106759,5049,03079
8600000US03082,1374,742,632,90521,115348,11577,03082
8600000US03084,1133,575,558,90476,98039,8812,03084
8600000US03086,3159,1700,1459,76421,94884,11888,03086
8600000US03087,10772,5662,5110,133222,164520,11526,03087
8600000US03101,2471,1504,967,30483,54366,8218,03101
8600000US03102,26503,13010,13493,56082,67229,2502,03102
8600000US03103,28674,14570,14104,55086,64961,3064,03103
8600000US03104,27001,13830,13171,63569,81103,3359,03104
8600000US03106,11494,5573,5921,84375,102069,6069,03106
8600000US03109,8400,4104,4296,79051,94432,6713,03109
8600000US03110,16735,7825,8910,131986,163492,9297,03110
8600000US03215,154,96,58,106250,135646,29836,03215
8600000US03216,1966,1080,886,73011,82701,8592,03216
8600000US03217,1709,796,913,46534,58357,8514,03217
8600000US03218,660,271,389,56080,92420,34987,03218
8600000US03220,5921,2826,3095,69792,82777,9530,03220
8600000US03221,1690,821,869,62831,79370,6979,03221
8600000US03222,4807,2489,2318,58141,70580,4876,03222
8600000US03223,2841,1467,1374,67500,85006,16259,03223
8600000US03224,1981,1005,976,85729,97872,9641,03224
8600000US03225,2889,1363,1526,82630,88226,10528,03225
8600000US03226,864,447,417,66750,88353,11859,03226
8600000US03227,836,393,443,81711,103374,15133,03227
8600000US03229,4528,2204,2324,97014,119986,14498,03229
8600000US03230,1027,528,499,64648,75618,8351,03230
8600000US03231,190,83,107,86125,82274,25700,03231
8600000US03233,86,41,45,128750,168114,97076,03233
8600000US03234,3760,1816,1944,68910,95805,12864,03234
8600000US03235,7051,3189,3862,50740,62436,5385,03235
8600000US03237,1939,940,999,76447,87837,12350,03237
8600000US03238,92,49,43,30556,35500,14171,03238
8600000US03240,1008,550,458,54792,71662,11891,03240
8600000US03241,670,347,323,66875,91507,18001,03241
8600000US03242,4125,2013,2112,86696,94374,10163,03242
8600000US03243,798,399,399,78030,88554,11563,03243
8600000US03244,6055,3003,3052,70983,82181,6565,03244
8600000US03245,1699,819,880,71458,89983,13001,03245
8600000US03246,13642,6697,6945,56865,75720,4975,03246
8600000US03249,5693,2486,3207,80844,108542,10575,03249
8600000US03251,1014,494,520,57656,67216,9682,03251
8600000US03253,5071,2498,2573,68714,92638,11518,03253
8600000US03254,3360,1635,1725,72429,110659,16982,03254
8600000US03255,1666,865,801,93466,120551,15464,03255
8600000US03256,1925,961,964,68646,76139,7989,03256
8600000US03257,4108,1710,2398,86500,124138,15217,03257
8600000US03258,2078,970,1108,88409,104495,12396,03258
8600000US03259,327,165,162,55375,94586,28393,03259
8600000US03260,588,287,301,96750,116383,25652,03260
8600000US03261,3517,1722,1795,88654,101547,8938,03261
8600000US03262,753,371,382,57083,64574,10513,03262
8600000US03263,3076,1467,1609,51941,67904,9179,03263
8600000US03264,6185,3176,3009,47130,73906,13263,03264
8600000US03266,1865,943,922,56071,67080,8288,03266
8600000US03268,952,501,451,80114,107997,37968,03268
8600000US03269,2445,1297,1148,84022,97950,12984,03269
8600000US03273,308,174,134,98611,100845,17375,03273
8600000US03275,9286,4776,4510,75213,89204,9870,03275
8600000US03276,6405,3406,2999,54203,66500,4302,03276
8600000US03278,2349,1119,1230,75809,91841,8523,03278
8600000US03279,709,366,343,51979,68539,10593,03279
8600000US03280,1000,547,453,77083,96767,19587,03280
